Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,10.3831179126517,3.35506838174288,6.66080128866197,8.47594339232963,2.08684522733067,3.50187185732737,5.75514851246506,-10.2183974208569,4.42136738945015,5.21386783786224,4.88259396253632,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,4.63578742813276,2.50781080899483,4.85718717971413,4.26392086382113,4.19520633360395,4.22362365271844,2.21670563961031,-8.7378843576993,6.11137269714146,3.60568042633635,3.08196521047731,1.38468278972252
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,..,5.41431594987489,4.31475061116335,3.24225521171914,3.24410095889466,3.82749920546897,2.88734334414875,-3.01509514759861,7.38996234012757,4.22681101095546,1.99439520319464,2.48004708382834
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,6.77282195004784,1.98769583378552,-4.85132504617629,7.20442475914267,4.11437856026637,4.1886923900019,3.03177337082403,-8.72888241149465,11.916272413183,5.48601706446772,3.20806812224438,-2.98986879467928
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,-4.35000000000022,4.38794944745618,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,3.24165532906981,3.39586645454844
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,2.64307356617202,3.47467625024112,-0.392383487933529,-2.47791776520457,1.32872651318183,0.0523710544736673,3.86884416432889,1.13357340605403,-1.59076248075436,-1.62833154022366,1.12764419161606,4.20037273472056
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,-9.11737709565379,4.58722551038977,3.39755325869422,3.02662893138918,2.74592644707793,2.5494643471818,3.78885036478003,-3.21573743445016,7.78061481406978,4.03877758301681,1.88681483907177,2.81082775188881
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,-0.602928477580988,1.88847388906525,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.88920497068135,2.01077262406221,6.94252492572348,1.4972397409897,2.96018147384929,4.98510300625183
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,3.49982213611253,-0.856864058424151,-3.9000000804855,-0.600000909116389,0.500001262429279,1.60993542127714,1.81256532401552,0.327156892638385,3.09999999870627,1.84899943948213,2.66553960418187,3.48923174838968
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,0.692171874476983,14.2848688450919,0.936026507808833,4.28071482662371,4.5513148102974,3.70696458310842,6.94782634051859,-20.8052758990735,7.03353010694514,15.843675684642,5.3911442736601,7.27188147204411
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,1.16231184838939,9.99358032292079,7.20703472529512,7.90550116130704,8.07503915535979,8.77622376224463,7.93695013588524,-3.55572193406549,3.08984284151994,5.12990110767267,5.00733043812642,6.01581457354608
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,-6.10569764600656,3.83241779430614,5.66695298703932,4.53579423678801,3.54117654926007,3.95551423892049,3.47505998194981,0.259932915907115,3.33885747179505,3.7367840056412,3.24834497823876,3.67074284680984
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,0.202947874139198,5.1385391803606,0.649971001734855,1.03855092490855,3.03383491200222,2.74296344906655,1.90843194590616,-5.03823343468899,5.95052802804381,4.18903628100851,1.52874550838358,1.5280811085284
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..,..,2.8331222262961,3.23997433895669,3.18404592334522,4.26726745249641,3.91563534249416,-4.95480640759244,4.90492941270442,5.15632954248333,4.35967595700366,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,-2.14752806574087,-2.48943244028874,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3.09999999999999,0.899999996857062,0.982919996264229,0.453901881507008,0.69996838992121,1.53963247482849
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,-4.17847237277668,-0.879681025444938,3.31088567417588,-4.12992837205852,-1.62799367083434,5.74111580758154,5.38865646919793,-0.408894363255357,0.29397916326441,12.8966164300082,4.11745179201004,3.65445110463405
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..,..,0.374367083829384,1.21302407657195,1.80648131383585,1.1222435658518,1.57335596156342,-8.89677926591959,9.93680136985076,5.34196140375869,3.71500590367266,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,3.59872304691744,4.9716214882971,2.15194249981184,1.753038749071,1.35769537343957,3.99002947789977,0.634367533828438,-6.14347479224092,11.3149204879049,2.15399356192458,0.521367977246825,2.64431154871538
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,3.9416305983694,8.58643201808462,6.97878002657477,6.77555562837017,6.8912663621211,6.75671800166833,6.06850235053705,2.34018843078414,8.57008513166322,3.1341888719577,5.41484330099675,4.9773565917572
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,4.28199833053058,2.92486148176778,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.18685539245533,-7.18591413760859,10.8011981904878,7.32827729427979,0.712380031974334,1.7438014504116
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,5.09123641339696,10.847878616072,1.99206468746939,2.78022854212236,5.59618952073011,4.05960593662805,3.62877024437186,4.00531793513311,2.72579845079559,2.81839506562636,3.06466236855576,3.3887835062684
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,-6.56831069464246,-6.91092731652101,6.91616711922561,2.39939891133452,3.7269476588301,5.82112109969025,4.38452887429834,1.73542276681493,6.20015401075946,8.92444785079518,8.60908972348436,6.67593028986779
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,1.00000356627487,7.5759803952642,0.415193061293763,-8.68524343913786,-5.59477371915547,-2.30431780125842,1.12447391976529,-6.26777227963225,1.01507036990908,1.47535613247133,1.90686426346754,2.57966639535138
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,3.55306336572285,3.86871808953644,3.65208096802883,4.20432325175899,4.1576989627609,2.6159044043379,2.41751181762513,-4.27335432161462,7.93576224743147,4.55149177958398,5.11192183229137,4.32122429647224
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,-1.09590841238308,-0.265789462275947,7.19494942728191,7.17275963956332,7.41076242592504,4.84314605889178,6.72137167584978,0.699728593494228,7.06332910205232,6.39988362720531,6.45045796902575,5.95000000002031
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,..,2.94525299539681,2.32317515803855,3.46112947356767,3.28095812140658,2.90468149344008,3.10043911443758,-8.31164257884687,12.6317003277712,7.28793643206565,3.30254488086325,3.81494521667429
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,-2.94856494503389,5.9147601740486,4.4383335888395,0.512843095700745,1.80979177212284,2.24794854086232,-0.163087223606624,-10.9490846048862,1.25369342501311,1.77504879825767,-1.92937123169681,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,..,..,0.458151544160046,-1.06770848655277,-1.2762081008495,-2.10411133101029,-3.20613171902535,-18.4384703505394,4.18371193053551,7.92300000000002,4.20199999999993,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,7.40399951139527,5.96530445494226,3.41892038889013,6.57359080924678,5.75083236554525,6.27166360056404,5.87559583386607,-3.22063018637567,11.3881892684305,7.20486780743879,2.76390975419605,3.4480617042135
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czechia,CZE,..,4.010669619984,4.95875848915604,2.58087013921376,5.17356529967881,2.83030588267866,3.56577658128261,-5.30487955463876,4.02901832055149,2.8471706583814,-0.0552618201120225,1.12038462698665
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,1.66026774169177,3.72400899471576,2.10441456445301,3.07304549209093,3.05647723922718,1.8600074900921,1.71140093932736,-1.78010601831291,7.38206633449863,1.54017307357893,2.49518434516773,3.67619734971929
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,..,..,7.30898563450799,7.1234323372872,5.458091517212,4.77433934943193,5.54508081154978,1.2021151728969,4.40715667561153,5.16653702854374,7.37207148701995,5.95382998854848
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,5.41798351146888,2.34021932069383,-3.37338262476895,1.44724556489263,-7.5443637547282,2.964010610466,3.94809757938053,-15.7064024545862,5.37983838954712,10.3968076616121,3.65221012208734,2.052738472526
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,-5.45431239511254,4.65172550299128,6.98771131236387,6.71974078681295,3.93386176401576,7.09751640210159,4.8940301149584,-7.92905234231061,14.0124289062207,5.23795652902595,2.19229848237939,4.95169687182482
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,3.67991405308877,1.09180164720277,0.119692109287612,-0.687954245877947,5.97039880954841,1.04429460679607,0.1654044646003,-9.24509619165865,9.42189269033631,5.86842354862311,1.98823813984235,-2.00125476341026
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,5.66702915715818,6.37000382991766,4.37201907790141,4.34664345555447,4.18122099994778,5.3311086189448,5.55209307156956,3.55016483786838,3.29064601202211,6.58784560886967,3.76028052279247,2.3991692678251
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,4.83290057793786,1.12790697674419,2.40000008852115,2.53906241135864,2.24761908134138,2.4124442237792,2.43747159065784,-7.893101359867,11.9047617015957,2.95461516549889,3.5391566928735,2.60202016121069
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-1.75856408496443,18.2137799569674,-9.11004114881537,-8.81641723219757,-5.66750850486686,-6.23654406734575,-5.48182537893445,-4.79108083383294,0.860269956382069,3.22350831658598,-5.08930872071532,0.907248245986736
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,..,-3.14198590251638,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,..,10.0876385800462,1.83815262882932,3.09301920751959,5.63467248963991,3.69969756161726,3.72664943466884,-2.88380751483778,7.15444676280146,0.0604305165130938,-3.02303874520777,-0.261006210060856
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eswatini,SWZ,21.0180005361393,1.76017364057921,2.04693015099366,4.67584583731528,1.45679297569019,0.256586001893197,6.0831764512818,-2.86288213677992,3.43496891197057,1.1195906677553,3.44447831200682,2.64070461612
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,2.72645178272684,6.07321747957951,10.3924630202332,9.43348265784411,9.56418965754014,6.81614778557282,8.36408573314054,6.05953089054807,5.64153069257077,5.32175988403378,6.59424599357075,7.31669112848382
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..,..,0.958001934486234,1.38644795938293,3.51201367488443,2.76370952267429,4.53851028676189,-1.63732118017028,5.50438017256558,3.55602380418398,2.4890581166362,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,5.80000272386,-1.69999841605511,4.50120041028764,2.44565179664174,5.35336455965106,3.81235122208518,-0.581946709343811,-17.0386673704039,-4.88103619598493,19.7927266886699,7.5242913513424,3.82899888724594
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,0.691649917806032,5.75373770498848,0.466503766322674,2.57193414898754,3.30337003591039,1.19297759742292,1.34973845741737,-2.49103605535707,2.67634641498897,0.763041912763526,-0.946904862611035,-0.154214821070312
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,2.82962715326478,4.14099996402915,1.06675474783462,0.860031075424033,2.08361485997399,1.64590872395887,2.02744646419237,-7.44064589948231,6.88233783360239,2.57084047567793,0.936487518850853,1.16613851497229
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,0.129883207294256,3.24541101308193,1.80334081452726,2.30219823670438,4.29263363103487,1.87123191091266,2.70001206709303,-7.05094422106298,2.09452990658549,4.46637969963146,2.99692707779566,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,5.19223727652398,-1.88296639760897,3.8788993950789,2.09144220829562,0.472642030911146,0.83791658082157,3.92080879452831,-1.8377610635094,1.46795731508091,3.03761449525692,2.44588083096593,3.38390760783467
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,3.55887936756983,5.50000021632955,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.22205315994859,0.591487287873974,5.25596878816744,5.49299825508946,4.79750894530943,5.74671765535597
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,-14.788785046729,1.84038117927339,3.35102350265353,3.45021517996871,5.15990261658827,6.062036412677,5.38071926589951,-6.2904717853839,10.6442336580969,10.9585321385624,7.83220126555726,9.42857220157775
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,5.25500609657068,2.87724595591061,1.65271978656361,2.29471066413561,2.71602454639843,1.11644310902427,0.987893350164853,-4.09513751682526,3.6699998840452,1.36973104612758,-0.266438401180253,-0.238526858256165
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.32881788321653,3.70000008164408,2.12075933817334,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.513941670628171,5.07646643533542,3.80484980952164,3.14009099763754,5.68487260389836
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,0,4.13782699405849,-0.228301892172851,-0.0317947678412054,1.47312472702352,2.06467207892409,2.27718065334808,-9.19623149726978,8.65449786002131,5.74364902526337,2.33212444945818,2.27173622615105
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,-11.7195329863483,7.10159688181619,-2.52931802394475,4.68195410972302,0.0527281828800312,0.62306542854094,2.83217756798683,0.250789762104304,1.63409410992996,2.00455580865604,0.865961986998158,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,4.01261191599704,4.88795213650562,6.44522314693144,3.7396039558691,4.43867566948151,4.36144039364797,0.676511738873756,-13.7566222572107,4.68747816934534,7.32074061551874,4.67976181593586,3.69305932786197
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,..,..,0.825688073394488,0.18198362147406,0.890099909173486,-0.828231904933389,2.52360203340596,-10.5188595714539,2.0581832574708,5.09986426216793,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.10256317557587,3.6088687174876,4.09217072141163,2.67780273264368,3.07985127147485,3.40687346472738,4.0178979343828,-1.78555194467604,8.0417038372514,4.18451808712605,3.53315670086947,3.65186462898195
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,4.3240627548313,2.50306056299607,3.82591056949435,10.82062719659,10.3000053427355,6.35849192736715,5.61691446889876,4.70459096113575,5.5823328114905,3.97240784200721,5.54172668627702,5.6685239347435
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,6.09999998628119,1.10027815777423,6.1340893623123,5.4326782650304,4.66367943913264,3.76145359637003,5.56574533585568,2.12811490126288,5.23736640634888,5.58513728011474,4.46369936133392,4.81348595188295
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,-3.06748466406728,-1.36380390261873,0.687404590619494,3.80745626378814,3.73449154571284,4.44091288475967,5.35284003535665,43.479651716849,20.0599975568418,63.3346343654855,33.795011115873,43.3720094777132
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,1.03812280198248,0.870059259424892,1.40000000859727,1.81246807847532,2.51027134544685,1.66781095484656,-1.72309699839232,-3.30550546965893,-1.79823988931486,-1.68198396897978,-1.86388420254838,-4.16963395808132
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,2.7917489495977,7.29128815869618,3.84007997093951,3.89297219726413,4.84291391050387,3.84499476966735,2.55963434592314,-8.96508223267296,12.5652843771279,4.14356194013767,3.57584760454412,3.55397003296669
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,3.83057456206777,7.66340826591482,2.38778339545998,2.17543692765861,3.79611358119647,2.84693457597662,-1.67239516545338,-6.54478320166854,6.4544247325683,-3.68375141698573,3.21448901714471,2.5411975388228
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,-3.49665976181741,4.40937501806403,3.65981615406955,2.43864141309342,4.12418389451805,5.60613813768876,5.07718495088933,-4.33872540024058,7.22291580811137,4.27034755162904,-0.842528840639091,0.512305790657138
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,1.16937030878044,4.98504276049793,4.43666373898085,6.30368712479275,4.19494878934674,4.88917300218223,1.8611779461166,-6.94045306829003,5.03340613127381,8.97897085175497,5.64646181923563,0.516863121729386
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,5.53345456125301,3.84099115659129,7.99625378571471,8.25630550179086,6.79538341897911,6.45385134497769,3.87143694070356,-5.77772470686801,9.68959249192875,7.60936497768895,9.19075493028345,6.48422363033757
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,7.24213163856464,4.9200677470169,4.87632230022123,5.03306918280177,5.06978590134916,5.17429153955024,5.01928768046282,-2.06551182934165,3.70288562827751,5.30719722664799,5.04902331835997,5.03034469419038
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,13.5949264435839,5.84552747587396,-1.42488493937491,8.8150866425182,2.75850524578875,-1.83800757093036,-3.0705879849703,3.33028845926594,4.71977773157164,3.77663140152906,5.04489019512138,3.0400003094751
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,57.8178283456035,16.7961344440251,2.60676642939541,13.7873730187089,-1.81975035118309,2.63385099105624,5.51379057542323,-12.0367930931152,1.50218070952037,7.95904804992662,0.517705525131191,-1.54525198318304
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,8.46652726348809,9.40352464290197,24.6155698980205,1.2226384923421,10.0496284821662,7.5443421414267,5.04054996161159,7.1578988000836,16.2556135233358,8.61950345618772,-5.5300073886596,1.22133429898928
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,4.1869768973626,5.30000152552805,-0.385866882198087,6.95230284899407,2.83775807093689,2.2133975392251,0.254877847398262,-8.83681697473475,3.83783632334639,-4.16539345213232,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,7.3151991944807,8.58208942390802,2.23760317482488,4.45978271860821,4.3469311670646,4.00389862187025,3.71049632750405,-2.02161548237589,9.38837403354628,6.26326343841286,1.82652049482384,0.871968424377442
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,1.98577491758405,3.88209885062652,0.885667635240807,1.23622108511661,1.60369995294101,0.826646712344115,0.429162533780342,-8.86822122185345,8.93106210800055,4.82117669913565,0.715372500867531,0.725792380234424
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,4.2005351147029,0.87870354796236,0.92148712538031,1.37522306445538,0.997123062335191,1.88992368121086,0.892291653822227,-9.92032245054413,4.60142450033383,5.22151985159613,2.60466305532201,-0.718806911772319
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,4.84092905699353,2.76464755136783,1.56062669680782,0.753826745789127,1.67533175173359,0.643391023533141,-0.402169200894946,-4.16876457146743,2.69657404187188,0.941998775483285,1.47503481053384,0.0836985643852159
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,-0.275903907591925,4.24571192079179,2.49652879315188,1.9941808493012,2.47359815449045,1.91907091341564,1.75124077866225,-1.10275188309046,3.65564358999147,2.64743514912058,2.88408339281683,2.48889409603647
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,..,9.80000000214156,1.20000000053288,1.09999999910173,4.10000000257358,4.09999999309841,4.50000000091883,-2.49999999628,4.29999999729456,3.19999999970734,5.09999999999999,4.80000000000022
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,4.19205097155167,0.599695390807426,4.96772112759767,4.21351706814744,3.83795817364721,5.64794640709219,5.11415885767801,-0.272766327438816,7.59048947333467,4.85998104287999,5.55587301319866,4.49649828461209
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,-6.38533433567764,6.74266531257052,11.2653209431294,7.08803465778669,3.74911782642376,3.47943972105872,3.26428756458257,-1.46806718078108,8.47973787138213,4.56632593100372,2.65201087489879,5.26689926385046
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
