Code Domaine,Domaine,Code zone (FAO),Zone,Code indicateur,Indicateur,Code sexe,Sexe,Code année,Année,Code Élément,Élément,Code source,Source,Unité,Valeur,Symbole,Description du Symbole,Note
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","80","Bosnie-Herzégovine","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6199","Valeur","3023","Labour force survey","1000 No","218.71","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","80","Bosnie-Herzégovine","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Valeur","3023","Labour force survey","%","89.11","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","80","Bosnie-Herzégovine","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3023","Labour force survey","%","92.31","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","80","Bosnie-Herzégovine","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3023","Labour force survey","%","85.04","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","80","Bosnie-Herzégovine","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6121","Valeur","3023","Labour force survey","%","90.65","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","80","Bosnie-Herzégovine","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6121","Valeur","3023","Labour force survey","%","91.65","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","80","Bosnie-Herzégovine","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6121","Valeur","3023","Labour force survey","%","92.86","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","190.6","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","187.41","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","183.3","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","219.93","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","215.25","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","219.75","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6199","Valeur","3022","Household survey","1000 No","118.86","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6199","Valeur","3022","Household survey","1000 No","163.37","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6199","Valeur","3022","Household survey","1000 No","140.53","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6199","Valeur","3022","Household survey","1000 No","138.3","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6199","Valeur","3022","Household survey","1000 No","152.95","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3022","Household survey","%","98.37","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3022","Household survey","%","98.84","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6121","Valeur","3022","Household survey","%","100","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","20","Botswana","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6121","Valeur","3022","Household survey","%","98.47","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","21079.61","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","21326.71","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","21663.61","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","19540","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","20541.76","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","21538.47","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6199","Valeur","3022","Household survey","1000 No","7457.63","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6199","Valeur","3022","Household survey","1000 No","7485.97","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6199","Valeur","3022","Household survey","1000 No","7506.33","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6199","Valeur","3022","Household survey","1000 No","7375.36","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6199","Valeur","3022","Household survey","1000 No","7851.33","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6199","Valeur","3022","Household survey","1000 No","7729.61","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6199","Valeur","3022","Household survey","1000 No","7369.95","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2024","2024","6199","Valeur","3022","Household survey","1000 No","7132.01","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6121","Valeur","3022","Household survey","%","90.06","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Valeur","3022","Household survey","%","90.15","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3022","Household survey","%","90.2","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3022","Household survey","%","91.52","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6121","Valeur","3022","Household survey","%","91.12","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6121","Valeur","3022","Household survey","%","90.81","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6121","Valeur","3022","Household survey","%","90.86","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","21","Brésil","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2024","2024","6121","Valeur","3022","Household survey","%","90.87","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","19.99","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","21.71","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","27.98","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","17.15","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","32.63","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","26","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6199","Valeur","3023","Labour force survey","1000 No","1.84","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6199","Valeur","3023","Labour force survey","1000 No","1.21","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6199","Valeur","3023","Labour force survey","1000 No","3.36","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6199","Valeur","3023","Labour force survey","1000 No","1.86","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6199","Valeur","3023","Labour force survey","1000 No","1.52","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6199","Valeur","3023","Labour force survey","1000 No","2.19","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6199","Valeur","3023","Labour force survey","1000 No","1.69","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6121","Valeur","3023","Labour force survey","%","72.83","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Valeur","3023","Labour force survey","%","57.12","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3023","Labour force survey","%","77.63","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3023","Labour force survey","%","64.8","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6121","Valeur","3023","Labour force survey","%","52.48","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6121","Valeur","3023","Labour force survey","%","71.61","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","26","Brunéi Darussalam","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6121","Valeur","3023","Labour force survey","%","61.46","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","657.79","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","626.64","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","628.5","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","571.7","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","536.09","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","576.49","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6199","Valeur","3023","Labour force survey","1000 No","186.64","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6199","Valeur","3023","Labour force survey","1000 No","178.61","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6199","Valeur","3023","Labour force survey","1000 No","183.35","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6199","Valeur","3023","Labour force survey","1000 No","176.49","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6199","Valeur","3023","Labour force survey","1000 No","166.92","X","Chiffre de source externe","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6199","Valeur","3023","Labour force survey","1000 No","156.58","X","Chiffre de source externe","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6199","Valeur","3023","Labour force survey","1000 No","140.03","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6121","Valeur","3023","Labour force survey","%","85.13","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Valeur","3023","Labour force survey","%","86.93","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3023","Labour force survey","%","86.46","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3023","Labour force survey","%","86.76","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","27","Bulgarie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6121","Valeur","3023","Labour force survey","%","84.84","X","Chiffre de source externe","Repository: Eurostat special tabulation"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","3968.91","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","3934.22","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","3815.59","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","3732.88","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","3677.55","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","3505.14","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6199","Valeur","3021","Household income and expenditure survey","1000 No","3340.25","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6121","Valeur","3021","Household income and expenditure survey","%","99.82","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6199","Valeur","3023","Labour force survey","1000 No","1132.91","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6199","Valeur","3023","Labour force survey","1000 No","1632.27","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Valeur","3023","Labour force survey","%","97.14","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","233","Burkina Faso","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6121","Valeur","3023","Labour force survey","%","98.44","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","29","Burundi","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","4364.09","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","29","Burundi","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","4498.14","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","29","Burundi","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","4648.31","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","29","Burundi","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","4733.1","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","29","Burundi","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","4957.62","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","29","Burundi","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","5141.32","E","Valeur estimée","Modelled FAO"
