Code Domaine,Domaine,Code zone (FAO),Zone,Code indicateur,Indicateur,Code sexe,Sexe,Code année,Année,Code Élément,Élément,Code source,Source,Unité,Valeur,Symbole,Description du Symbole,Note
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","136","Mauritanie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","478.04","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","136","Mauritanie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","521.01","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","136","Mauritanie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","545.39","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","136","Mauritanie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","556.9","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","136","Mauritanie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6199","Valeur","3021","Household income and expenditure survey","1000 No","283.96","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","136","Mauritanie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3021","Household income and expenditure survey","%","88.04","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","136","Mauritanie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6199","Valeur","3023","Labour force survey","1000 No","217.79","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","136","Mauritanie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6121","Valeur","3023","Labour force survey","%","89.41","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","16316.25","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","16483.65","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","17196.9","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","15353.75","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","16917.84","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","17334.51","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6199","Valeur","3023","Labour force survey","1000 No","6404.03","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6199","Valeur","3023","Labour force survey","1000 No","6434.45","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6199","Valeur","3023","Labour force survey","1000 No","6424.5","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6199","Valeur","3023","Labour force survey","1000 No","6095.98","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6199","Valeur","3023","Labour force survey","1000 No","6416.8","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6199","Valeur","3023","Labour force survey","1000 No","6598.15","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6199","Valeur","3023","Labour force survey","1000 No","6347.91","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2024","2024","6199","Valeur","3023","Labour force survey","1000 No","6235.41","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6121","Valeur","3023","Labour force survey","%","92.88","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Valeur","3023","Labour force survey","%","92.75","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3023","Labour force survey","%","92.25","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3023","Labour force survey","%","93.03","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6121","Valeur","3023","Labour force survey","%","92.18","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6121","Valeur","3023","Labour force survey","%","92.57","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6121","Valeur","3023","Labour force survey","%","91.64","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","138","Mexique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2024","2024","6121","Valeur","3023","Labour force survey","%","92.06","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","521.09","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","514.39","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","508.33","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","465.91","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","478.07","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","504.92","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6199","Valeur","3023","Labour force survey","1000 No","354.05","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6199","Valeur","3023","Labour force survey","1000 No","331.41","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6199","Valeur","3023","Labour force survey","1000 No","405.71","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6199","Valeur","3023","Labour force survey","1000 No","372.5","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6199","Valeur","3023","Labour force survey","1000 No","359.86","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6199","Valeur","3023","Labour force survey","1000 No","376.07","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6199","Valeur","3023","Labour force survey","1000 No","365.67","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3023","Labour force survey","%","99.22","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3023","Labour force survey","%","99.2","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6121","Valeur","3023","Labour force survey","%","99.15","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","141","Mongolie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6121","Valeur","3023","Labour force survey","%","99.63","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","142","Montserrat","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","0.24","E","Valeur estimée","ILOStat ISIC Rev. 3.1"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","142","Montserrat","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6199","Valeur","3023","Labour force survey","1000 No","0.04","X","Chiffre de source externe","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","142","Montserrat","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3023","Labour force survey","%","69.64","X","Chiffre de source externe","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","144","Mozambique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","9592.67","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","144","Mozambique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","9814.14","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","144","Mozambique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","10054.08","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","144","Mozambique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","10249.28","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","144","Mozambique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","10524.24","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","144","Mozambique","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","10945.26","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","144","Mozambique","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6199","Valeur","3021","Household income and expenditure survey","1000 No","8713.17","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","144","Mozambique","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6121","Valeur","3021","Household income and expenditure survey","%","97.3","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","16374.68","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","16287.16","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","16547.46","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","15553.37","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","13460.88","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","13533.77","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6199","Valeur","3023","Labour force survey","1000 No","10736.56","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6199","Valeur","3023","Labour force survey","1000 No","10632.34","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6199","Valeur","3023","Labour force survey","1000 No","10595.84","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6199","Valeur","3023","Labour force survey","1000 No","9733.12","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6121","Valeur","3023","Labour force survey","%","93.93","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Valeur","3023","Labour force survey","%","94.94","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Valeur","3023","Labour force survey","%","94.91","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","28","Myanmar","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Valeur","3023","Labour force survey","%","94.04","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","147","Namibie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","291.13","E","Valeur estimée","Imputed using average of previous and next value"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","147","Namibie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","335.26","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","147","Namibie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","301.52","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","147","Namibie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","302.17","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","147","Namibie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","315.29","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","147","Namibie","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","329.03","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","147","Namibie","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6199","Valeur","3023","Labour force survey","1000 No","148.54","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","147","Namibie","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Valeur","3023","Labour force survey","%","90.98","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","148","Nauru","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6199","Valeur","3035","Population census","1000 No","0.03","X","Chiffre de source externe","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","149","Népal","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","5841.7","E","Valeur estimée","Modelled using ISIC shares"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","149","Népal","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","5860.71","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","149","Népal","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","5961.8","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","149","Népal","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","5904.79","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","149","Népal","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","6133.78","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","149","Népal","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","4611.33","E","Valeur estimée","Total AFS Employment includes only Agriculture"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","149","Népal","21111","Employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6199","Valeur","3023","Labour force survey","1000 No","1833.77","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","149","Népal","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6121","Valeur","3023","Labour force survey","%","97.46","X","Chiffre de source externe","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","157","Nicaragua","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","1618.5","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","157","Nicaragua","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","1542.47","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","157","Nicaragua","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","1480.71","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","157","Nicaragua","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","1485.51","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","157","Nicaragua","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","1553.39","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","157","Nicaragua","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","819.58","E","Valeur estimée","Total AFS Employment includes only Agriculture"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","158","Niger","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2017","2017","6199","Valeur","3044","FAO Model","1000 No","6790.1","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","158","Niger","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2018","2018","6199","Valeur","3044","FAO Model","1000 No","7022.12","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","158","Niger","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2019","2019","6199","Valeur","3044","FAO Model","1000 No","7256.69","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","158","Niger","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2020","2020","6199","Valeur","3044","FAO Model","1000 No","7515.2","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","158","Niger","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2021","2021","6199","Valeur","3044","FAO Model","1000 No","7774.4","E","Valeur estimée","Modelled FAO"
"OEA","Indicateurs de l’emploi: Agriculture et systèmes agroalimentaires","158","Niger","21160","Emploi total dans les systèmes agroalimentaires (AFS)","1","Total","2022","2022","6199","Valeur","3044","FAO Model","1000 No","6820.1","E","Valeur estimée","Total AFS Employment includes only Agriculture"
